team_name,category,model,livery,championship_names,livery_id,model_folder
Velocity UK Developments,Cat_Academy,Caterham Academy,Caterham Academy - Jim Elvery #03,Caterham Academy,55,caterham_academy
Velocity UK Developments,Cat_Academy,Caterham Academy,Caterham Academy - Neil Connor #04,Caterham Academy,56,caterham_academy
Meridian Cup Racing,Cat_Academy,Caterham Academy,Caterham Academy - Dave Ripley #5,Caterham Academy,57,caterham_academy
Meridian Cup Racing,Cat_Academy,Caterham Academy,Caterham Academy - Ben Gilles #05,Caterham Academy,58,caterham_academy
High Plains Speedworks,Cat_Academy,Caterham Academy,Caterham Academy - Mark Askith #12,Caterham Academy,59,caterham_academy
High Plains Speedworks,Cat_Academy,Caterham Academy,Caterham Academy - Stephen Jill #22,Caterham Academy,60,caterham_academy
Cotswold Precision Racing,Cat_Academy,Caterham Academy,Caterham Academy - John Timberlake #77,Caterham Academy,61,caterham_academy
Cotswold Precision Racing,Cat_Academy,Caterham Academy,Caterham Academy - Chris Welsh #27,Caterham Academy,62,caterham_academy
Fox-Davies Preparations,Cat_Academy,Caterham Academy,Caterham Academy - Ben Gilles #35,Caterham Academy,63,caterham_academy
Fox-Davies Preparations,Cat_Academy,Caterham Academy,Caterham Academy - Paul Verne #27,Caterham Academy,64,caterham_academy
TCR,Cat_Academy,Caterham Academy,Caterham Academy - Jay McDonald #35,Caterham Academy,65,caterham_academy
TCR,Cat_Academy,Caterham Academy,Caterham Academy - Mike OReilly #33,Caterham Academy,66,caterham_academy
Pendle Hill Motorsport,Cat_Academy,Caterham Academy,Caterham Academy - James Cassidy #37,Caterham Academy,67,caterham_academy
Pendle Hill Motorsport,Cat_Academy,Caterham Academy,Caterham Academy - Erick Tyler #41,Caterham Academy,68,caterham_academy
Sterling Performance Group,Cat_Academy,Caterham Academy,Caterham Academy - John Stiles #42,Caterham Academy,69,caterham_academy
Sterling Performance Group,Cat_Academy,Caterham Academy,Caterham Academy - Alex Helin #52,Caterham Academy,70,caterham_academy
Atlas Racing Group,Cat_Academy,Caterham Academy,Caterham Academy - Spencer Owen #85,Caterham Academy,71,caterham_academy
Atlas Racing Group,Cat_Academy,Caterham Academy,Caterham Academy - James Birdwell #92,Caterham Academy,72,caterham_academy
Vanguard Motorsport Group,Cat_Academy,Caterham Academy,Caterham Academy - Paul Brady #98,Caterham Academy,73,caterham_academy
Vanguard Motorsport Group,Cat_Academy,Caterham Academy,Caterham Academy - Darin Phillips #99,Caterham Academy,74,caterham_academy
Apex-Works North,Cat_Supersport,Caterham Supersport,Caterham Supersport #00,Caterham Roadsport,51,caterham_supersport
Apex-Works North,Cat_Supersport,Caterham Supersport,Caterham Supersport #7,Caterham Roadsport,52,caterham_supersport
Breakell-Lane Engineering,Cat_Supersport,Caterham Supersport,Caterham Supersport #1,Caterham Roadsport,53,caterham_supersport
Breakell-Lane Engineering,Cat_Supersport,Caterham Supersport,Caterham Supersport #2,Caterham Roadsport,54,caterham_supersport
Velocity UK Developments,Cat_Supersport,Caterham Supersport,Caterham Supersport #5,Caterham Roadsport,55,caterham_supersport
Velocity UK Developments,Cat_Supersport,Caterham Supersport,Caterham Supersport #9,Caterham Roadsport,56,caterham_supersport
Meridian Cup Racing,Cat_Supersport,Caterham Supersport,Caterham Supersport #6,Caterham Roadsport,57,caterham_supersport
Meridian Cup Racing,Cat_Supersport,Caterham Supersport,Caterham Supersport #8,Caterham Roadsport,58,caterham_supersport
High Plains Speedworks,Cat_Supersport,Caterham Supersport,Caterham Supersport #11,Caterham Roadsport,59,caterham_supersport
High Plains Speedworks,Cat_Supersport,Caterham Supersport,Caterham Supersport #33,Caterham Roadsport,60,caterham_supersport
Cotswold Precision Racing,Cat_Supersport,Caterham Supersport,Caterham Supersport #15,Caterham Roadsport,61,caterham_supersport
Cotswold Precision Racing,Cat_Supersport,Caterham Supersport,Caterham Supersport #26,Caterham Roadsport,62,caterham_supersport
Fox-Davies Preparations,Cat_Supersport,Caterham Supersport,Caterham Supersport #18,Caterham Roadsport,63,caterham_supersport
Fox-Davies Preparations,Cat_Supersport,Caterham Supersport,Caterham Supersport #23,Caterham Roadsport,64,caterham_supersport
TCR,Cat_Supersport,Caterham Supersport,Caterham Supersport #20,Caterham Roadsport,65,caterham_supersport
TCR,Cat_Supersport,Caterham Supersport,Caterham Supersport #25,Caterham Roadsport,66,caterham_supersport
Pendle Hill Motorsport,Cat_Supersport,Caterham Supersport,Caterham Supersport #35,Caterham Roadsport,67,caterham_supersport
Pendle Hill Motorsport,Cat_Supersport,Caterham Supersport,Caterham Supersport #49,Caterham Roadsport,68,caterham_supersport
Sterling Performance Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #45,Caterham Roadsport,69,caterham_supersport
Sterling Performance Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #64,Caterham Roadsport,70,caterham_supersport
Atlas Racing Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #53,Caterham Roadsport,71,caterham_supersport
Atlas Racing Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #54,Caterham Roadsport,72,caterham_supersport
Vanguard Motorsport Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #76,Caterham Roadsport,73,caterham_supersport
Vanguard Motorsport Group,Cat_Supersport,Caterham Supersport,Caterham Supersport #98,Caterham Roadsport,74,caterham_supersport
Apex-Works North,Cat_Superlight,Caterham Superlight,Caterham Superlight #00,Caterham Seven Championship,51,caterham_superlight
Apex-Works North,Cat_Superlight,Caterham Superlight,Caterham Superlight #7,Caterham Seven Championship,52,caterham_superlight
Breakell-Lane Engineering,Cat_Superlight,Caterham Superlight,Caterham Superlight #1,Caterham Seven Championship,53,caterham_superlight
Breakell-Lane Engineering,Cat_Superlight,Caterham Superlight,Caterham Superlight #2,Caterham Seven Championship,54,caterham_superlight
Velocity UK Developments,Cat_Superlight,Caterham Superlight,Caterham Superlight #5,Caterham Seven Championship,55,caterham_superlight
Velocity UK Developments,Cat_Superlight,Caterham Superlight,Caterham Superlight #9,Caterham Seven Championship,56,caterham_superlight
Meridian Cup Racing,Cat_Superlight,Caterham Superlight,Caterham Superlight #6,Caterham Seven Championship,57,caterham_superlight
Meridian Cup Racing,Cat_Superlight,Caterham Superlight,Caterham Superlight #8,Caterham Seven Championship,58,caterham_superlight
High Plains Speedworks,Cat_Superlight,Caterham Superlight,Caterham Superlight #11,Caterham Seven Championship,59,caterham_superlight
High Plains Speedworks,Cat_Superlight,Caterham Superlight,Caterham Superlight #33,Caterham Seven Championship,60,caterham_superlight
Cotswold Precision Racing,Cat_Superlight,Caterham Superlight,Caterham Superlight #15,Caterham Seven Championship,61,caterham_superlight
Cotswold Precision Racing,Cat_Superlight,Caterham Superlight,Caterham Superlight #26,Caterham Seven Championship,62,caterham_superlight
Fox-Davies Preparations,Cat_Superlight,Caterham Superlight,Caterham Superlight #18,Caterham Seven Championship,63,caterham_superlight
Fox-Davies Preparations,Cat_Superlight,Caterham Superlight,Caterham Superlight #23,Caterham Seven Championship,64,caterham_superlight
TCR,Cat_Superlight,Caterham Superlight,Caterham Superlight #20,Caterham Seven Championship,65,caterham_superlight
TCR,Cat_Superlight,Caterham Superlight,Caterham Superlight #25,Caterham Seven Championship,66,caterham_superlight
Pendle Hill Motorsport,Cat_Superlight,Caterham Superlight,Caterham Superlight #35,Caterham Seven Championship,67,caterham_superlight
Pendle Hill Motorsport,Cat_Superlight,Caterham Superlight,Caterham Superlight #49,Caterham Seven Championship,68,caterham_superlight
Sterling Performance Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #45,Caterham Seven Championship,69,caterham_superlight
Sterling Performance Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #64,Caterham Seven Championship,70,caterham_superlight
Atlas Racing Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #53,Caterham Seven Championship,71,caterham_superlight
Atlas Racing Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #54,Caterham Seven Championship,72,caterham_superlight
Vanguard Motorsport Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #76,Caterham Seven Championship,73,caterham_superlight
Vanguard Motorsport Group,Cat_Superlight,Caterham Superlight,Caterham Superlight #98,Caterham Seven Championship,74,caterham_superlight
Liberty Motorsports,Cat_Superlight,Caterham Superlight,Caterham Superlight #61 G.Zupan Skin,Caterham Seven Championship,75,caterham_superlight
Liberty Motorsports,Cat_Superlight,Caterham Superlight,Caterham Superlight #83 A.Nenes Skin,Caterham Seven Championship,76,caterham_superlight
Aragon Motorsport United,F-Junior,Formula Junior,F-Junior #1,Lurani Trophy Formula Junior,51,formula_junior
Aragon Motorsport United,F-Junior,Formula Junior,F-Junior #2,Lurani Trophy Formula Junior,52,formula_junior
Cote d'Azur Competizione,F-Junior,Formula Junior,F-Junior #3,Lurani Trophy Formula Junior,53,formula_junior
Cote d'Azur Competizione,F-Junior,Formula Junior,F-Junior #4,Lurani Trophy Formula Junior,54,formula_junior
Helvetia Junior Team,F-Junior,Formula Junior,F-Junior #5,Lurani Trophy Formula Junior,55,formula_junior
Helvetia Junior Team,F-Junior,Formula Junior,F-Junior #6,Lurani Trophy Formula Junior,56,formula_junior
Luzern Precision Engineering,F-Junior,Formula Junior,F-Junior #7,Lurani Trophy Formula Junior,57,formula_junior
Luzern Precision Engineering,F-Junior,Formula Junior,F-Junior #8,Lurani Trophy Formula Junior,58,formula_junior
Nordic Speed Academy,F-Junior,Formula Junior,F-Junior #9,Lurani Trophy Formula Junior,59,formula_junior
Nordic Speed Academy,F-Junior,Formula Junior,F-Junior #10,Lurani Trophy Formula Junior,60,formula_junior
Olympus Euro-Racing,F-Junior,Formula Junior,F-Junior #22,Lurani Trophy Formula Junior,61,formula_junior
Olympus Euro-Racing,F-Junior,Formula Junior,F-Junior #33,Lurani Trophy Formula Junior,62,formula_junior
Pannonian Speed Group,F-Junior,Formula Junior,F-Junior #44,Lurani Trophy Formula Junior,63,formula_junior
Pannonian Speed Group,F-Junior,Formula Junior,F-Junior #55,Lurani Trophy Formula Junior,64,formula_junior
Scuderia Valeriani,F-Junior,Formula Junior,F-Junior #66,Lurani Trophy Formula Junior,65,formula_junior
Scuderia Valeriani,F-Junior,Formula Junior,F-Junior #71,Lurani Trophy Formula Junior,66,formula_junior
Thames Valley Preparations,F-Junior,Formula Junior,F-Junior #82,Lurani Trophy Formula Junior,67,formula_junior
Thames Valley Preparations,F-Junior,Formula Junior,F-Junior #93,Lurani Trophy Formula Junior,68,formula_junior
Vauquelin Grand Prix,F-Junior,Formula Junior,F-Junior #104,Lurani Trophy Formula Junior,69,formula_junior
Vauquelin Grand Prix,F-Junior,Formula Junior,F-Junior #205,Lurani Trophy Formula Junior,70,formula_junior
Abel Motorsports,F-Junior,Formula Junior,F-Junior #1,Formula Junior Historics North America,51,formula_junior
Abel Motorsports,F-Junior,Formula Junior,F-Junior #2,Formula Junior Historics North America,52,formula_junior
A. J. Foyt Racing,F-Junior,Formula Junior,F-Junior #3,Formula Junior Historics North America,53,formula_junior
A. J. Foyt Racing,F-Junior,Formula Junior,F-Junior #4,Formula Junior Historics North America,54,formula_junior
Andretti Global,F-Junior,Formula Junior,F-Junior #5,Formula Junior Historics North America,55,formula_junior
Andretti Global,F-Junior,Formula Junior,F-Junior #6,Formula Junior Historics North America,56,formula_junior
Chip Ganassi Racing,F-Junior,Formula Junior,F-Junior #7,Formula Junior Historics North America,57,formula_junior
Chip Ganassi Racing,F-Junior,Formula Junior,F-Junior #8,Formula Junior Historics North America,58,formula_junior
Dale Coyne Racing,F-Junior,Formula Junior,F-Junior #9,Formula Junior Historics North America,59,formula_junior
Dale Coyne Racing,F-Junior,Formula Junior,F-Junior #10,Formula Junior Historics North America,60,formula_junior
Ed Carpenter Racing,F-Junior,Formula Junior,F-Junior #22,Formula Junior Historics North America,61,formula_junior
Ed Carpenter Racing,F-Junior,Formula Junior,F-Junior #33,Formula Junior Historics North America,62,formula_junior
Juncos Hollinger Racing,F-Junior,Formula Junior,F-Junior #44,Formula Junior Historics North America,63,formula_junior
Juncos Hollinger Racing,F-Junior,Formula Junior,F-Junior #55,Formula Junior Historics North America,64,formula_junior
Meyer Shank Racing,F-Junior,Formula Junior,F-Junior #66,Formula Junior Historics North America,65,formula_junior
Meyer Shank Racing,F-Junior,Formula Junior,F-Junior #71,Formula Junior Historics North America,66,formula_junior
Prema Racing,F-Junior,Formula Junior,F-Junior #82,Formula Junior Historics North America,67,formula_junior
Prema Racing,F-Junior,Formula Junior,F-Junior #93,Formula Junior Historics North America,68,formula_junior
Rahal Letterman Lanigan Racing,F-Junior,Formula Junior,F-Junior #104,Formula Junior Historics North America,69,formula_junior
Rahal Letterman Lanigan Racing,F-Junior,Formula Junior,F-Junior #205,Formula Junior Historics North America,70,formula_junior
KTF Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Sports - C.Bueno #0,Turismo Carretera,51,stock_cruze_23
KTF Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Sports - R.Baptista #3,Turismo Carretera,52,stock_cruze_23
TMG Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Lubrax Podium TMG - J.Campos #4,Turismo Carretera,53,stock_cruze_23
TMG Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Lubrax Podium TMG - F.Massa #19,Turismo Carretera,54,stock_cruze_23
Cavaleiro Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Cavaleiro Sports - D.Navarro #5,Turismo Carretera,55,stock_cruze_23
Cavaleiro Sports,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Cavaleiro Sports - M.Gomes #80,Turismo Carretera,56,stock_cruze_23
Pole Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,POLE Motorsport - R.Suzuki #8,Turismo Carretera,57,stock_cruze_23
Pole Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,POLE Motorsport - A.Abreu #51,Turismo Carretera,58,stock_cruze_23
Vogel Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,AMM Vogel - L.Foresti #12,Turismo Carretera,61,stock_cruze_23
Vogel Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,AMM Vogel - G.Casagrande #83,Turismo Carretera,62,stock_cruze_23
Blau Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Blau Motorsport - A.Khodair #18,Turismo Carretera,63,stock_cruze_23
Blau Motorsport,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Blau Motorsport - F.Fraga #74,Turismo Carretera,64,stock_cruze_23
Eurofarma RC,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Eurofarma RC - D.Serra #29,Turismo Carretera,65,stock_cruze_23
Eurofarma RC,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,Eurofarma RC - R.Mauricio #90,Turismo Carretera,66,stock_cruze_23
KTF Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Racing - G.Salas #85,Turismo Carretera,67,stock_cruze_23
KTF Racing,StockCarV8_2023,Chevrolet Cruze Stock Car 2023,KTF Racing - F.Baptista #121,Turismo Carretera,68,stock_cruze_23
RCM Motorsport,StockCarV8_2023,Toyota Corolla Stock Car 2023,RCM Motorsport - R.Zonta #10,Turismo Carretera,52,stock_corolla_23
RCM Motorsport,StockCarV8_2023,Toyota Corolla Stock Car 2023,RCM Motorsport - B.Baptista #44,Turismo Carretera,53,stock_corolla_23
Ipiranga Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Ipiranga Racing - T.Camilo #21,Turismo Carretera,54,stock_corolla_23
Ipiranga Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Ipiranga Racing - C.Ramos #30,Turismo Carretera,55,stock_corolla_23
Crown Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Crown Racing - E.Elias #28,Turismo Carretera,56,stock_corolla_23
Crown Racing,StockCarV8_2023,Toyota Corolla Stock Car 2023,Crown Racing - N.Piquet Jr #33,Turismo Carretera,57,stock_corolla_23
Scuderia Chiarelli,StockCarV8_2023,Toyota Corolla Stock Car 2023,Scuderia Chiarelli - R.Teixeira #37,Turismo Carretera,58,stock_corolla_23
Scuderia Chiarelli,StockCarV8_2023,Toyota Corolla Stock Car 2023,Scuderia Chiarelli - S.Jimenez #73,Turismo Carretera,59,stock_corolla_23
MOBIL ALE,StockCarV8_2023,Toyota Corolla Stock Car 2023,MOBIL ALE - E.Barrichello #91,Turismo Carretera,60,stock_corolla_23
MOBIL ALE,StockCarV8_2023,Toyota Corolla Stock Car 2023,MOBIL ALE - R.Barrichello #111,Turismo Carretera,61,stock_corolla_23
KTF Sports,Montana,Copa Montana,Copa Montana #00,Stock Light Brasil,51,montana
KTF Sports,Montana,Copa Montana,Copa Montana #01,Stock Light Brasil,52,montana
TMG Racing,Montana,Copa Montana,Copa Montana #02,Stock Light Brasil,53,montana
TMG Racing,Montana,Copa Montana,Copa Montana #04,Stock Light Brasil,54,montana
Cavaleiro Sports,Montana,Copa Montana,Copa Montana #08,Stock Light Brasil,55,montana
Cavaleiro Sports,Montana,Copa Montana,Copa Montana #10,Stock Light Brasil,56,montana
Pole Motorsport,Montana,Copa Montana,Copa Montana #11,Stock Light Brasil,57,montana
Pole Motorsport,Montana,Copa Montana,Copa Montana #17,Stock Light Brasil,58,montana
Vogel Motorsport,Montana,Copa Montana,Copa Montana #22,Stock Light Brasil,59,montana
Vogel Motorsport,Montana,Copa Montana,Copa Montana #23,Stock Light Brasil,60,montana
Blau Motorsport,Montana,Copa Montana,Copa Montana #27,Stock Light Brasil,61,montana
Blau Motorsport,Montana,Copa Montana,Copa Montana #29,Stock Light Brasil,62,montana
Eurofarma RC,Montana,Copa Montana,Copa Montana #30,Stock Light Brasil,63,montana
Eurofarma RC,Montana,Copa Montana,Copa Montana #40,Stock Light Brasil,64,montana
KTF Racing,Montana,Copa Montana,Copa Montana #44,Stock Light Brasil,65,montana
KTF Racing,Montana,Copa Montana,Copa Montana #48,Stock Light Brasil,66,montana
RCM Motorsport,Montana,Copa Montana,Copa Montana #49,Stock Light Brasil,67,montana
RCM Motorsport,Montana,Copa Montana,Copa Montana #51,Stock Light Brasil,68,montana
Ipiranga Racing,Montana,Copa Montana,Copa Montana #55,Stock Light Brasil,69,montana
Ipiranga Racing,Montana,Copa Montana,Copa Montana #63,Stock Light Brasil,70,montana
Crown Racing,Montana,Copa Montana,Copa Montana #70,Stock Light Brasil,71,montana
Crown Racing,Montana,Copa Montana,Copa Montana #82,Stock Light Brasil,72,montana
Scuderia Chiarelli,Montana,Copa Montana,Copa Montana #98,Stock Light Brasil,73,montana
Scuderia Chiarelli,Montana,Copa Montana,Copa Montana #99,Stock Light Brasil,74,montana
Adria Motorsport Venture,CopaTruck,Iveco Stralis,Danilo Alamini #00,European Truck Racing Championship,51,ftruck_iveco
Adria Motorsport Venture,CopaTruck,Iveco Stralis,Felipe Giaffone #4,European Truck Racing Championship,52,ftruck_iveco
Alpine Track Operations,CopaTruck,Iveco Stralis,Djalma Pivetta #21,European Truck Racing Championship,53,ftruck_iveco
Alpine Track Operations,CopaTruck,Iveco Stralis,Luiz Lopes #99,European Truck Racing Championship,54,ftruck_iveco
Eiger Sport Management,CopaTruck,MAN TGX,Clodoaldo Monteiro #17,European Truck Racing Championship,51,ftruck_man
Eiger Sport Management,CopaTruck,MAN TGX,Luiz Carlos Zapelini #22,European Truck Racing Championship,52,ftruck_man
Kinetix European Racing,CopaTruck,Mercedes-Benz Actros,Pedro Paulo Fernandes #29,European Truck Racing Championship,51,ftruck_merc
Kinetix European Racing,CopaTruck,Mercedes-Benz Actros,Gabriel Robe #35,European Truck Racing Championship,52,ftruck_merc
Arcane Racing Group,CopaTruck,Mercedes-Benz Actros,Daniel Kelemen #45,European Truck Racing Championship,53,ftruck_merc
Arcane Racing Group,CopaTruck,Volkswagen Constellation,Renato Martins #9,European Truck Racing Championship,51,ftruck_vw
Sovereign GT Stable,CopaTruck,Volkswagen Constellation,Paulo Salustiano #55,European Truck Racing Championship,52,ftruck_vw
Sovereign GT Stable,CopaTruck,Volkswagen Constellation,Beto Monteiro #88,European Truck Racing Championship,53,ftruck_vw
Via-Marelli Competizione,CopaTruck,Vulkan Truck,Vulkan #33,European Truck Racing Championship,51,ftruck_vulkan
Via-Marelli Competizione,CopaTruck,Vulkan Truck,Vulkan #47,European Truck Racing Championship,52,ftruck_vulkan
Astraea Endurance,CopaTruck,Vulkan Truck,Vulkan #83,European Truck Racing Championship,53,ftruck_vulkan
Astraea Endurance,CopaTruck,Vulkan Truck,Vulkan #85,European Truck Racing Championship,54,ftruck_vulkan
Leo Panthera Autosports,ARC_Cam,ARC Camaro,Leo Panthera Autosports #1,Aussie Racing Cars Super Series,51,arc_camaro
Leo Panthera Autosports,ARC_Cam,ARC Camaro,Leo Panthera Autosports #2,Aussie Racing Cars Super Series,52,arc_camaro
Team Hudson Hire Racing,ARC_Cam,ARC Camaro,Team Hudson Hire Racing #3,Aussie Racing Cars Super Series,53,arc_camaro
Team Hudson Hire Racing,ARC_Cam,ARC Camaro,Team Hudson Hire Racing #4,Aussie Racing Cars Super Series,54,arc_camaro
Apex Motorsports,ARC_Cam,ARC Camaro,Apex Motorsports #08,Aussie Racing Cars Super Series,55,arc_camaro
Apex Motorsports,ARC_Cam,ARC Camaro,Apex Motorsports #09,Aussie Racing Cars Super Series,56,arc_camaro
Dev Star Racing,ARC_Cam,ARC Camaro,Dev Star Racing #11,Aussie Racing Cars Super Series,57,arc_camaro
Dev Star Racing,ARC_Cam,ARC Camaro,Dev Star Racing #12,Aussie Racing Cars Super Series,58,arc_camaro
Reiza Racing,ARC_Cam,ARC Camaro,Reiza Racing #13,Aussie Racing Cars Super Series,59,arc_camaro
Reiza Racing,ARC_Cam,ARC Camaro,Reiza Racing #14,Aussie Racing Cars Super Series,60,arc_camaro
Team Racer Rubber,ARC_Cam,ARC Camaro,Team Racer Rubber #22,Aussie Racing Cars Super Series,61,arc_camaro
Team Racer Rubber,ARC_Cam,ARC Camaro,Team Racer Rubber #23,Aussie Racing Cars Super Series,62,arc_camaro
Team Redlight,ARC_Cam,ARC Camaro,Team Redlight #36,Aussie Racing Cars Super Series,63,arc_camaro
Team Redlight,ARC_Cam,ARC Camaro,Team Redlight #37,Aussie Racing Cars Super Series,64,arc_camaro
Bebeto Tyres,ARC_Cam,ARC Camaro,Bebeto Tyres #41,Aussie Racing Cars Super Series,65,arc_camaro
Bebeto Tyres,ARC_Cam,ARC Camaro,Bebeto Tyres #42,Aussie Racing Cars Super Series,66,arc_camaro
Eagle Ray Motorsport,ARC_Cam,ARC Camaro,Eagle Ray Motorsport #51,Aussie Racing Cars Super Series,67,arc_camaro
Eagle Ray Motorsport,ARC_Cam,ARC Camaro,Eagle Ray Motorsport #52,Aussie Racing Cars Super Series,68,arc_camaro
Brookfield Motorsports,ARC_Cam,ARC Camaro,Brookfield Motorsports #72,Aussie Racing Cars Super Series,69,arc_camaro
Brookfield Motorsports,ARC_Cam,ARC Camaro,Brookfield Motorsports #73,Aussie Racing Cars Super Series,70,arc_camaro
Mobius Autosports,ARC_Cam,ARC Camaro,Mobius Autosports #98,Aussie Racing Cars Super Series,71,arc_camaro
Mobius Autosports,ARC_Cam,ARC Camaro,Mobius Autosports #99,Aussie Racing Cars Super Series,72,arc_camaro
KTF Sports,CopaUno,Copa Uno,Copa Uno #2,Fiat Uno ASM,51,uno
KTF Sports,CopaUno,Copa Uno,Copa Uno #3 - C.Andre Skin,Fiat Uno ASM,52,uno
TMG Racing,CopaUno,Copa Uno,Copa Uno #4,Fiat Uno ASM,53,uno
TMG Racing,CopaUno,Copa Uno,Copa Uno #5,Fiat Uno ASM,54,uno
Cavaleiro Sports,CopaUno,Copa Uno,Copa Uno #6,Fiat Uno ASM,55,uno
Cavaleiro Sports,CopaUno,Copa Uno,Copa Uno #7 - G.Vieira Skin,Fiat Uno ASM,56,uno
Pole Motorsport,CopaUno,Copa Uno,Copa Uno #8,Fiat Uno ASM,57,uno
Pole Motorsport,CopaUno,Copa Uno,Copa Uno #9,Fiat Uno ASM,58,uno
Vogel Motorsport,CopaUno,Copa Uno,Copa Uno #10 - R.Radaell Skin,Fiat Uno ASM,59,uno
Vogel Motorsport,CopaUno,Copa Uno,Copa Uno #11,Fiat Uno ASM,60,uno
Blau Motorsport,CopaUno,Copa Uno,Copa Uno #12,Fiat Uno ASM,61,uno
Blau Motorsport,CopaUno,Copa Uno,Copa Uno #13,Fiat Uno ASM,62,uno
Eurofarma RC,CopaUno,Copa Uno,Copa Uno #14 - H.Wirl Skin,Fiat Uno ASM,63,uno
Eurofarma RC,CopaUno,Copa Uno,Copa Uno #15 - J.Guimaraes Skin,Fiat Uno ASM,64,uno
KTF Racing,CopaUno,Copa Uno,Copa Uno #16,Fiat Uno ASM,65,uno
KTF Racing,CopaUno,Copa Uno,Copa Uno #17,Fiat Uno ASM,66,uno
RCM Motorsport,CopaUno,Copa Uno,Copa Uno #18,Fiat Uno ASM,67,uno
RCM Motorsport,CopaUno,Copa Uno,Copa Uno #22,Fiat Uno ASM,68,uno
Ipiranga Racing,CopaUno,Copa Uno,Copa Uno #23,Fiat Uno ASM,69,uno
Ipiranga Racing,CopaUno,Copa Uno,Copa Uno #27,Fiat Uno ASM,70,uno
Crown Racing,CopaUno,Copa Uno,Copa Uno #28,Fiat Uno ASM,71,uno
Crown Racing,CopaUno,Copa Uno,Copa Uno #33,Fiat Uno ASM,72,uno
Scuderia Chiarelli,CopaUno,Copa Uno,Copa Uno #36,Fiat Uno ASM,73,uno
Scuderia Chiarelli,CopaUno,Copa Uno,Copa Uno #47,Fiat Uno ASM,74,uno
MOBIL ALE,CopaUno,Copa Uno,Copa Uno #69,Fiat Uno ASM,75,uno
MOBIL ALE,CopaUno,Copa Uno,Copa Uno #77,Fiat Uno ASM,76,uno
KTF Sports,GT5,Puma P052,Puma P052 #4,"GT5 Intercontinental Clash, Puma GT5 Desafio",51,puma_p052
KTF Sports,GT5,Puma P052,Puma P052 #6,"GT5 Intercontinental Clash, Puma GT5 Desafio",52,puma_p052
TMG Racing,GT5,Puma P052,Puma P052 #7,"GT5 Intercontinental Clash, Puma GT5 Desafio",53,puma_p052
TMG Racing,GT5,Puma P052,Puma P052 #11,"GT5 Intercontinental Clash, Puma GT5 Desafio",54,puma_p052
Cavaleiro Sports,GT5,Puma P052,Puma P052 #12,"GT5 Intercontinental Clash, Puma GT5 Desafio",55,puma_p052
Cavaleiro Sports,GT5,Puma P052,Puma P052 #13,"GT5 Intercontinental Clash, Puma GT5 Desafio",56,puma_p052
Pole Motorsport,GT5,Puma P052,Puma P052 #19,"GT5 Intercontinental Clash, Puma GT5 Desafio",57,puma_p052
Pole Motorsport,GT5,Puma P052,Puma P052 #35,"GT5 Intercontinental Clash, Puma GT5 Desafio",58,puma_p052
Vogel Motorsport,GT5,Puma P052,Puma P052 #36,"GT5 Intercontinental Clash, Puma GT5 Desafio",59,puma_p052
Vogel Motorsport,GT5,Puma P052,Puma P052 #69,"GT5 Intercontinental Clash, Puma GT5 Desafio",63,puma_p052
Blau Motorsport,GT5,Puma P052,Puma P052 #78,"GT5 Intercontinental Clash, Puma GT5 Desafio",64,puma_p052
Blau Motorsport,GT5,Puma P052,Puma P052 #94,"GT5 Intercontinental Clash, Puma GT5 Desafio",67,puma_p052
Apex-Works North,GT5,Ginetta G40,Ginetta G40 GT5 #28,GT5 Intercontinental Clash,59,ginetta_g40
Apex-Works North,GT5,Ginetta G40,Ginetta G40 GT5 #32,GT5 Intercontinental Clash,60,ginetta_g40
Breakell-Lane Engineering,GT5,Ginetta G40,Ginetta G40 GT5 #42,GT5 Intercontinental Clash,61,ginetta_g40
